csvid,text,label,cleaned_text,text_length,cleaned_word_count,tokens,filtered_text,stopwords_removed,filtered_word_count,tokens_str
338,I am obsessed with the idea that I might get sick,OCD,i am obsessed with the idea that i might get sick,49,11,"['obsessed', 'idea', 'might', 'get', 'sick']",obsessed idea might get sick,6,5,obsessed idea might get sick
339,I think about death and dying a lot,Depression,i think about death and dying a lot,35,8,"['think', 'death', 'dying', 'lot']",think death dying lot,4,4,think death dying lot
340,I experience sudden and intense waves of panic,Anxiety,i experience sudden and intense waves of panic,46,8,"['experience', 'sudden', 'intense', 'waves', 'panic']",experience sudden intense waves panic,3,5,experience sudden intense waves panic
341,I feel emotionally balanced and not easily upset,Normal,i feel emotionally balanced and not easily upset,48,8,"['feel', 'emotionally', 'balanced', 'easily', 'upset']",feel emotionally balanced easily upset,3,5,feel emotionally balanced easily upset
342,I'm very talkative and need to be the center of attention during highs,Bipolar,im very talkative and need to be the center of attention during highs,69,13,"['im', 'talkative', 'need', 'center', 'attention', 'highs']",im talkative need center attention highs,7,6,im talkative need center attention highs
343,I often fail to give close attention to details,ADHD,i often fail to give close attention to details,47,9,"['often', 'fail', 'give', 'close', 'attention', 'details']",often fail give close attention details,3,6,often fail give close attention details
344,I have a hard time sleeping because I'm afraid to have nightmares,PTSD,i have a hard time sleeping because im afraid to have nightmares,64,12,"['hard', 'time', 'sleeping', 'im', 'afraid', 'nightmares']",hard time sleeping im afraid nightmares,6,6,hard time sleeping im afraid nightmares
345,I have a need for things to be 'just right',OCD,i have a need for things to be just right,41,10,"['need', 'things', 'right']",need things right,7,3,need things right
346,I feel completely hopeless about my situation ever improving,Depression,i feel completely hopeless about my situation ever improving,60,9,"['feel', 'completely', 'hopeless', 'situation', 'ever', 'improving']",feel completely hopeless situation ever improving,3,6,feel completely hopeless situation ever improving
347,"I feel detached from my body, like it's not my own",Anxiety,i feel detached from my body like its not my own,48,11,"['feel', 'detached', 'body', 'like']",feel detached body like,7,4,feel detached body like
348,I'm taking things one step at a time and feel good about it,Normal,im taking things one step at a time and feel good about it,58,13,"['im', 'taking', 'things', 'one', 'step', 'time', 'feel', 'good']",im taking things one step time feel good,5,8,im taking things one step time feel good
349,My thoughts jump from one topic to another without connection,Bipolar,my thoughts jump from one topic to another without connection,61,10,"['thoughts', 'jump', 'one', 'topic', 'another', 'without', 'connection']",thoughts jump one topic another without connection,3,7,thoughts jump one topic another without connection
350,"I lose things necessary for tasks, like my wallet or glasses",ADHD,i lose things necessary for tasks like my wallet or glasses,59,11,"['lose', 'things', 'necessary', 'tasks', 'like', 'wallet', 'glasses']",lose things necessary tasks like wallet glasses,4,7,lose things necessary tasks like wallet glasses
351,I have a strong urge to run away or escape my current life,PTSD,i have a strong urge to run away or escape my current life,58,13,"['strong', 'urge', 'run', 'away', 'escape', 'current', 'life']",strong urge run away escape current life,6,7,strong urge run away escape current life
352,I am excessively concerned with morality and doing the 'right' thing,OCD,i am excessively concerned with morality and doing the right thing,66,11,"['excessively', 'concerned', 'morality', 'right', 'thing']",excessively concerned morality right thing,6,5,excessively concerned morality right thing
353,I see no future for myself,Depression,i see no future for myself,26,6,"['see', 'future']",see future,4,2,see future
354,"I feel like I'm on a constant, high-strung alert",Anxiety,i feel like im on a constant highstrung alert,45,9,"['feel', 'like', 'im', 'constant', 'highstrung', 'alert']",feel like im constant highstrung alert,3,6,feel like im constant highstrung alert
355,I feel secure and happy in my relationships,Normal,i feel secure and happy in my relationships,43,8,"['feel', 'secure', 'happy', 'relationships']",feel secure happy relationships,4,4,feel secure happy relationships
356,I become more sexually driven and promiscuous when manic,Bipolar,i become more sexually driven and promiscuous when manic,56,9,"['become', 'sexually', 'driven', 'promiscuous', 'manic']",become sexually driven promiscuous manic,4,5,become sexually driven promiscuous manic
357,"I can't seem to get my life in order, no matter how hard I try",ADHD,i cant seem to get my life in order no matter how hard i try,60,15,"['cant', 'seem', 'get', 'life', 'order', 'matter', 'hard', 'try']",cant seem get life order matter hard try,7,8,cant seem get life order matter hard try
358,I am easily startled by things that wouldn't bother others,PTSD,i am easily startled by things that wouldnt bother others,57,10,"['easily', 'startled', 'things', 'wouldnt', 'bother', 'others']",easily startled things wouldnt bother others,4,6,easily startled things wouldnt bother others
359,I have to check and recheck my work for mistakes endlessly,OCD,i have to check and recheck my work for mistakes endlessly,58,11,"['check', 'recheck', 'work', 'mistakes', 'endlessly']",check recheck work mistakes endlessly,6,5,check recheck work mistakes endlessly
360,It takes all my energy just to pretend that I'm okay,Depression,it takes all my energy just to pretend that im okay,51,11,"['takes', 'energy', 'pretend', 'im', 'okay']",takes energy pretend im okay,6,5,takes energy pretend im okay
361,My throat feels tight like I can't breathe when I get anxious,Anxiety,my throat feels tight like i cant breathe when i get anxious,60,12,"['throat', 'feels', 'tight', 'like', 'cant', 'breathe', 'get', 'anxious']",throat feels tight like cant breathe get anxious,4,8,throat feels tight like cant breathe get anxious
362,I feel mentally and emotionally recharged today,Normal,i feel mentally and emotionally recharged today,47,7,"['feel', 'mentally', 'emotionally', 'recharged', 'today']",feel mentally emotionally recharged today,2,5,feel mentally emotionally recharged today
363,I experience irritability that can lead to arguments or fights,Bipolar,i experience irritability that can lead to arguments or fights,62,10,"['experience', 'irritability', 'lead', 'arguments', 'fights']",experience irritability lead arguments fights,5,5,experience irritability lead arguments fights
364,I start projects with enthusiasm but quickly lose interest,ADHD,i start projects with enthusiasm but quickly lose interest,58,9,"['start', 'projects', 'enthusiasm', 'quickly', 'lose', 'interest']",start projects enthusiasm quickly lose interest,3,6,start projects enthusiasm quickly lose interest
365,"I have persistent negative beliefs about myself, like 'I am bad'",PTSD,i have persistent negative beliefs about myself like i am bad,61,11,"['persistent', 'negative', 'beliefs', 'like', 'bad']",persistent negative beliefs like bad,6,5,persistent negative beliefs like bad
366,I collect and hoard things with no apparent value,OCD,i collect and hoard things with no apparent value,49,9,"['collect', 'hoard', 'things', 'apparent', 'value']",collect hoard things apparent value,4,5,collect hoard things apparent value
367,I feel like I'm in a dark hole I can't climb out of,Depression,i feel like im in a dark hole i cant climb out of,49,13,"['feel', 'like', 'im', 'dark', 'hole', 'cant', 'climb']",feel like im dark hole cant climb,6,7,feel like im dark hole cant climb
368,"I need to know what will happen, the uncertainty is killing me",Anxiety,i need to know what will happen the uncertainty is killing me,61,12,"['need', 'know', 'happen', 'uncertainty', 'killing']",need know happen uncertainty killing,7,5,need know happen uncertainty killing
369,I'm not worried about the future; I'm enjoying the present,Normal,im not worried about the future im enjoying the present,55,10,"['im', 'worried', 'future', 'im', 'enjoying', 'present']",im worried future im enjoying present,4,6,im worried future im enjoying present
370,I feel a decreased need for food during my lows,Bipolar,i feel a decreased need for food during my lows,47,10,"['feel', 'decreased', 'need', 'food', 'lows']",feel decreased need food lows,5,5,feel decreased need food lows
371,I have difficulty listening when spoken to directly,ADHD,i have difficulty listening when spoken to directly,51,8,"['difficulty', 'listening', 'spoken', 'directly']",difficulty listening spoken directly,4,4,difficulty listening spoken directly
372,"I have a distorted sense of blame, either blaming myself or others for the trauma",PTSD,i have a distorted sense of blame either blaming myself or others for the trauma,80,15,"['distorted', 'sense', 'blame', 'either', 'blaming', 'others', 'trauma']",distorted sense blame either blaming others trauma,8,7,distorted sense blame either blaming others trauma
373,I have unwanted sexual thoughts that cause me great distress,OCD,i have unwanted sexual thoughts that cause me great distress,60,10,"['unwanted', 'sexual', 'thoughts', 'cause', 'great', 'distress']",unwanted sexual thoughts cause great distress,4,6,unwanted sexual thoughts cause great distress
374,"I feel utterly alone, even when I'm surrounded by people",Depression,i feel utterly alone even when im surrounded by people,54,10,"['feel', 'utterly', 'alone', 'even', 'im', 'surrounded', 'people']",feel utterly alone even im surrounded people,3,7,feel utterly alone even im surrounded people
375,I have a phobia of something specific that I think about constantly,Anxiety,i have a phobia of something specific that i think about constantly,67,12,"['phobia', 'something', 'specific', 'think', 'constantly']",phobia something specific think constantly,7,5,phobia something specific think constantly
